qudt_uri,bsdd_code,source
http://qudt.org/vocab/unit/PDL-PER-IN2,,
http://qudt.org/vocab/unit/PER-DAY,,
http://qudt.org/vocab/unit/PER-HR,,
http://qudt.org/vocab/unit/PER-MIN,,
http://qudt.org/vocab/unit/PER-MO,,
http://qudt.org/vocab/unit/PER-MilliSEC,,
http://qudt.org/vocab/unit/PER-SEC,,
http://qudt.org/vocab/unit/PER-WK,,
http://qudt.org/vocab/unit/PER-YR,,
http://qudt.org/vocab/unit/PERCENT,%,bsdd-api
http://qudt.org/vocab/unit/PERCENT-PER-DAY,,
http://qudt.org/vocab/unit/PERCENT-PER-HR,,
http://qudt.org/vocab/unit/PERCENT-PER-MO,,
http://qudt.org/vocab/unit/PERCENT_RH,,
http://qudt.org/vocab/unit/PERMILLE,,
http://qudt.org/vocab/unit/PERMITTIVITY_REL,,
http://qudt.org/vocab/unit/PFERDESTAERKE,,
http://qudt.org/vocab/unit/PHOT,,
http://qudt.org/vocab/unit/PINT,,
http://qudt.org/vocab/unit/PINT_UK,,
http://qudt.org/vocab/unit/PINT_UK-PER-DAY,,
http://qudt.org/vocab/unit/PINT_UK-PER-HR,,
http://qudt.org/vocab/unit/PINT_UK-PER-MIN,,
http://qudt.org/vocab/unit/PINT_UK-PER-SEC,,
http://qudt.org/vocab/unit/PINT_US-PER-DAY,,
http://qudt.org/vocab/unit/PINT_US-PER-HR,,
http://qudt.org/vocab/unit/PINT_US-PER-MIN,,
http://qudt.org/vocab/unit/PINT_US-PER-SEC,,
http://qudt.org/vocab/unit/PK_UK,,
http://qudt.org/vocab/unit/PK_UK-PER-DAY,,
http://qudt.org/vocab/unit/PK_UK-PER-HR,,
http://qudt.org/vocab/unit/PK_UK-PER-MIN,,
http://qudt.org/vocab/unit/PK_UK-PER-SEC,,
http://qudt.org/vocab/unit/PK_US_DRY-PER-DAY,,
http://qudt.org/vocab/unit/PK_US_DRY-PER-HR,,
http://qudt.org/vocab/unit/PK_US_DRY-PER-MIN,,
http://qudt.org/vocab/unit/PK_US_DRY-PER-SEC,,
http://qudt.org/vocab/unit/POISE-PER-BAR,,
http://qudt.org/vocab/unit/POISE-PER-PA,,
http://qudt.org/vocab/unit/PPB,ppb,bsdd-api
http://qudt.org/vocab/unit/PPM,ppm,bsdd-api
http://qudt.org/vocab/unit/PPQ,,
http://qudt.org/vocab/unit/PPT,,
http://qudt.org/vocab/unit/PPTH,,
http://qudt.org/vocab/unit/PPTH-PER-HR,,
http://qudt.org/vocab/unit/PPTM,,
http://qudt.org/vocab/unit/PSI,psi,bsdd-api
http://qudt.org/vocab/unit/PSI-IN3-PER-SEC,,
http://qudt.org/vocab/unit/PSI-L-PER-SEC,,
http://qudt.org/vocab/unit/PSI-M3-PER-SEC,,
http://qudt.org/vocab/unit/PSI-PER-PSI,,
http://qudt.org/vocab/unit/PSI-YD3-PER-SEC,,
http://qudt.org/vocab/unit/PSU,PSU,bsdd-api
http://qudt.org/vocab/unit/PT,pt,bsdd-api
http://qudt.org/vocab/unit/PetaA,,
http://qudt.org/vocab/unit/PetaHZ,,
http://qudt.org/vocab/unit/PetaJ,,
http://qudt.org/vocab/unit/PetaJ-PER-SEC,,
http://qudt.org/vocab/unit/PetaV,,
http://qudt.org/vocab/unit/PetaVA,,
http://qudt.org/vocab/unit/PetaW,,
http://qudt.org/vocab/unit/PicoA,,
http://qudt.org/vocab/unit/PicoCI-PER-L,,
http://qudt.org/vocab/unit/PicoGM-PER-L,,
http://qudt.org/vocab/unit/PicoGM-PER-MilliL,,
http://qudt.org/vocab/unit/PicoJ,,
http://qudt.org/vocab/unit/PicoJ-PER-SEC,,
http://qudt.org/vocab/unit/PicoL,,
http://qudt.org/vocab/unit/PicoM,,
http://qudt.org/vocab/unit/PicoPA,,
http://qudt.org/vocab/unit/PicoSEC,,
http://qudt.org/vocab/unit/PicoV,,
http://qudt.org/vocab/unit/PicoVA,,
http://qudt.org/vocab/unit/PicoVAR,,
http://qudt.org/vocab/unit/PicoW,,
http://qudt.org/vocab/unit/PlanckCurrent,,
http://qudt.org/vocab/unit/PlanckDensity,,
http://qudt.org/vocab/unit/PlanckEnergy,,
http://qudt.org/vocab/unit/PlanckFrequency,,
http://qudt.org/vocab/unit/PlanckLength,,
http://qudt.org/vocab/unit/PlanckPower,,
http://qudt.org/vocab/unit/PlanckPressure,,
http://qudt.org/vocab/unit/PlanckTemperature,,
http://qudt.org/vocab/unit/PlanckTime,,
http://qudt.org/vocab/unit/PlanckVolt,,
http://qudt.org/vocab/unit/PlanckVolume,,
http://qudt.org/vocab/unit/QT_UK,,
http://qudt.org/vocab/unit/QT_UK-PER-DAY,,
http://qudt.org/vocab/unit/QT_UK-PER-HR,,
http://qudt.org/vocab/unit/QT_UK-PER-MIN,,
http://qudt.org/vocab/unit/QT_UK-PER-SEC,,
http://qudt.org/vocab/unit/QT_US,qt,bsdd-api
http://qudt.org/vocab/unit/QT_US-PER-DAY,,
http://qudt.org/vocab/unit/QT_US-PER-HR,,
http://qudt.org/vocab/unit/QT_US-PER-MIN,,
http://qudt.org/vocab/unit/QT_US-PER-SEC,,
http://qudt.org/vocab/unit/QUAD,,
http://qudt.org/vocab/unit/RAD,rad,bsdd-api
http://qudt.org/vocab/unit/RAD-PER-HR,,
http://qudt.org/vocab/unit/RAD-PER-MIN,,
http://qudt.org/vocab/unit/RAD-PER-SEC,rad/s,bsdd-api
http://qudt.org/vocab/unit/REV,,
http://qudt.org/vocab/unit/ROD,,
http://qudt.org/vocab/unit/RPK,,
http://qudt.org/vocab/unit/SAMPLE-PER-SEC,,
http://qudt.org/vocab/unit/SEC,s,bsdd-api
http://qudt.org/vocab/unit/SH,,
http://qudt.org/vocab/unit/SLUG-PER-FT3,,
http://qudt.org/vocab/unit/STANDARD,,
http://qudt.org/vocab/unit/STILB,,
http://qudt.org/vocab/unit/STR,,
http://qudt.org/vocab/unit/SUSCEPTIBILITY_ELEC,,
http://qudt.org/vocab/unit/SUSCEPTIBILITY_MAG,,
http://qudt.org/vocab/unit/TBSP,,
http://qudt.org/vocab/unit/THERM_EC,,
http://qudt.org/vocab/unit/THERM_US,,
http://qudt.org/vocab/unit/THM_EEC,,
http://qudt.org/vocab/unit/THM_US,,
http://qudt.org/vocab/unit/THM_US-PER-HR,,
http://qudt.org/vocab/unit/TOE,,
http://qudt.org/vocab/unit/TONNE-PER-M3,,
http://qudt.org/vocab/unit/TON_FG,tonref,bsdd-api
http://qudt.org/vocab/unit/TON_FG-HR,,
http://qudt.org/vocab/unit/TON_LONG-PER-YD3,,
http://qudt.org/vocab/unit/TON_Metric-PER-M3,,
http://qudt.org/vocab/unit/TON_SHIPPING_UK,,
http://qudt.org/vocab/unit/TON_SHIPPING_US,,
http://qudt.org/vocab/unit/TON_SHORT-PER-YD3,,
http://qudt.org/vocab/unit/TON_UK-PER-YD3,,
http://qudt.org/vocab/unit/TON_US-PER-YD3,,
http://qudt.org/vocab/unit/TORR,,
http://qudt.org/vocab/unit/TSP,,
http://qudt.org/vocab/unit/TeraA,,
http://qudt.org/vocab/unit/TeraHZ,,
http://qudt.org/vocab/unit/TeraJ,,
http://qudt.org/vocab/unit/TeraJ-PER-SEC,,
http://qudt.org/vocab/unit/TeraV,,
http://qudt.org/vocab/unit/TeraVA,,
http://qudt.org/vocab/unit/TeraVAR,,
http://qudt.org/vocab/unit/TeraW,,
http://qudt.org/vocab/unit/TeraW-HR,,
http://qudt.org/vocab/unit/TeraW-HR-PER-YR,,
http://qudt.org/vocab/unit/TonEnergy,,
http://qudt.org/vocab/unit/UNITLESS,,
http://qudt.org/vocab/unit/V,V,bsdd-api
http://qudt.org/vocab/unit/VA,,
http://qudt.org/vocab/unit/VA-HR,,
http://qudt.org/vocab/unit/VAR,,
http://qudt.org/vocab/unit/VAR-HR,,
http://qudt.org/vocab/unit/V_Ab,,
http://qudt.org/vocab/unit/V_Stat,,
http://qudt.org/vocab/unit/W,W,bsdd-api
http://qudt.org/vocab/unit/W-HR,Wh,bsdd-api
http://qudt.org/vocab/unit/W-PER-M2,W/m²,bsdd-api
http://qudt.org/vocab/unit/W-PER-M2-K,W/(m²·K),bsdd-api
http://qudt.org/vocab/unit/W-PER-M2-SR,,
http://qudt.org/vocab/unit/W-SEC,,
http://qudt.org/vocab/unit/WK,,
http://qudt.org/vocab/unit/YD,yd,bsdd-api
http://qudt.org/vocab/unit/YD-PER-HR,,
http://qudt.org/vocab/unit/YD-PER-MIN,,
http://qudt.org/vocab/unit/YD-PER-SEC,,
http://qudt.org/vocab/unit/YD3,yd³,bsdd-api
http://qudt.org/vocab/unit/YD3-PER-DAY,,
http://qudt.org/vocab/unit/YD3-PER-HR,,
http://qudt.org/vocab/unit/YD3-PER-MIN,,
http://qudt.org/vocab/unit/YD3-PER-SEC,,
http://qudt.org/vocab/unit/YR,yr,bsdd-api
http://qudt.org/vocab/unit/YR_Common,,
http://qudt.org/vocab/unit/YR_Metrology,,
http://qudt.org/vocab/unit/YR_Sidereal,,
http://qudt.org/vocab/unit/YR_TROPICAL,,
http://qudt.org/vocab/unit/ZOLL,,
